# Note:  GroundTruthClusterID ObtainedClusterIDs dont correspond, they just denote grouping of nodes.
# Node GroundTruthClusterID ObtainedClusterID_pivot ObtainedClusterID_density ObtainedClusterID_vote
210 5 102 500 1002
211 5 102 500 1002
212 5 102 500 1002
213 5 102 500 1002
214 5 102 500 1002
215 5 102 500 1002
216 5 102 500 1002
217 5 102 500 1002
218 5 102 500 1002
219 5 102 500 1002
220 5 102 500 1002
221 5 102 500 1002
222 5 102 500 1002
223 5 102 500 1002
224 5 102 500 1002
225 5 102 500 1002
226 5 102 500 1002
227 5 102 500 1002
228 5 101 501 1000
229 5 102 500 1002
230 5 102 500 1002
231 5 102 500 1002
232 5 104 502 1004
233 5 102 500 1002
234 5 102 500 1002
235 5 102 500 1002
236 5 101 501 1000
237 5 102 500 1002
238 5 102 500 1002
239 5 102 500 1002
240 5 102 500 1002
241 5 102 500 1002
242 5 102 500 1002
243 5 102 500 1002
244 5 102 500 1002
245 5 102 500 1002
246 5 102 500 1002
247 5 102 500 1002
248 5 102 500 1002
249 5 102 500 1002
250 5 102 500 1002
251 5 102 500 1002
252 5 102 500 1002
253 5 102 500 1002
254 5 102 500 1002
255 5 102 500 1002
256 5 102 500 1002
257 5 102 500 1002
258 5 102 500 1002
259 5 102 500 1002
260 5 102 500 1002
261 5 102 500 1002
262 5 102 500 1002
263 5 102 500 1002
264 5 102 500 1002
265 5 102 500 1002
266 5 102 500 1002
267 5 102 500 1002
268 5 102 500 1002
269 5 102 500 1002
270 5 104 502 1004
271 5 101 501 1000
272 5 102 500 1002
273 5 102 500 1002
274 5 102 500 1002
275 5 102 500 1002
276 5 102 500 1002
277 5 102 500 1002
278 5 102 500 1002
279 5 102 500 1002
280 5 102 500 1002
281 5 101 501 1000
282 5 102 500 1002
283 5 102 500 1002
284 5 102 500 1002
285 5 102 500 1002
286 5 102 500 1002
287 5 102 500 1002
288 5 102 500 1002
289 5 102 500 1002
290 5 102 500 1002
291 5 102 500 1002
292 5 102 500 1002
293 5 102 500 1002
294 5 102 500 1002
295 5 102 500 1002
296 5 102 500 1002
297 5 102 500 1002
298 5 102 500 1002
299 5 102 500 1002
300 5 102 500 1002
301 5 102 500 1002
302 5 102 500 1002
303 5 102 500 1002
304 5 101 501 1000
305 5 102 500 1002
306 5 102 500 1002
307 5 102 500 1002
308 5 102 500 1002
309 5 102 500 1002
310 5 102 500 1002
311 5 102 500 1002
312 5 102 500 1002
313 5 102 500 1002
314 5 102 500 1002
315 5 102 500 1002
316 5 102 500 1002
317 5 102 500 1002
318 5 102 500 1002
319 5 102 500 1002
320 5 102 500 1002
321 5 102 500 1002
322 5 102 500 1002
323 5 102 500 1002
324 5 102 500 1002
325 5 102 500 1002
326 5 102 500 1002
327 5 101 501 1000
328 5 102 500 1002
329 5 102 500 1002
330 5 102 500 1002
331 5 101 501 1000
332 5 102 500 1002
333 5 102 500 1002
334 5 102 500 1002
335 5 102 500 1002
336 5 102 500 1002
337 5 102 500 1002
338 5 102 500 1002
339 5 102 500 1002
340 5 102 500 1002
341 5 102 500 1002
342 5 102 500 1002
343 5 102 500 1002
344 5 102 500 1002
345 5 102 500 1002
346 5 102 500 1002
347 5 102 500 1002
348 5 102 500 1002
349 5 102 500 1002
350 5 102 500 1002
351 5 102 500 1002
352 5 102 500 1002
353 5 102 500 1002
354 5 102 500 1002
355 5 102 500 1002
356 5 102 500 1002
357 5 102 500 1002
358 5 102 500 1002
359 5 102 500 1002
360 5 102 500 1002
361 5 102 500 1002
362 5 102 500 1002
363 5 102 500 1002
364 5 102 500 1002
365 5 102 500 1002
366 5 101 501 1000
367 5 102 500 1002
368 5 102 500 1002
369 5 102 500 1002
370 5 102 500 1002
371 5 102 500 1002
372 5 102 500 1002
373 5 102 500 1002
374 5 102 500 1002
375 5 102 500 1002
376 5 102 500 1002
377 5 102 500 1002
378 5 102 500 1002
379 5 102 500 1002
380 5 102 500 1002
381 5 102 500 1002
382 5 102 500 1002
383 5 102 500 1002
384 5 102 500 1002
385 5 102 500 1002
386 5 102 500 1002
387 5 102 500 1002
388 5 102 500 1002
389 5 102 500 1002
390 5 102 500 1002
391 5 102 500 1002
392 5 102 500 1002
393 5 102 500 1002
394 5 102 500 1002
395 5 102 500 1002
396 5 101 501 1000
397 5 102 500 1002
398 5 102 500 1002
399 5 102 500 1002
400 5 102 500 1002
401 5 102 500 1002
402 5 102 500 1002
403 5 102 500 1002
404 5 102 500 1002
405 5 102 500 1002
406 5 102 500 1002
407 5 104 502 1004
408 5 102 500 1002
409 5 102 500 1002
410 5 102 500 1002
411 5 102 500 1002
412 5 102 500 1002
413 5 102 500 1002
414 5 102 500 1002
415 5 102 500 1002
416 5 102 500 1002
417 5 102 500 1002
418 5 102 500 1002
419 5 102 500 1002
420 5 102 500 1002
421 5 102 500 1002
422 5 102 500 1002
423 5 102 500 1002
424 5 102 500 1002
425 5 102 500 1002
426 5 102 500 1002
427 5 102 500 1002
428 5 102 500 1002
429 5 102 500 1002
430 5 102 500 1002
431 5 102 500 1002
432 5 102 500 1002
433 5 102 500 1002
434 5 101 501 1000
435 5 102 500 1002
436 5 102 500 1002
437 5 102 500 1002
438 5 102 500 1002
439 5 102 500 1002
440 5 102 500 1002
441 5 102 500 1002
442 5 102 500 1002
443 5 102 500 1002
444 5 102 500 1002
445 5 102 500 1002
446 5 102 500 1002
447 5 102 500 1002
448 5 102 500 1002
449 5 102 500 1002
450 5 101 501 1000
451 5 102 500 1002
452 5 102 500 1002
453 5 102 500 1002
454 5 102 500 1002
455 5 102 500 1002
456 5 102 500 1002
457 5 102 500 1002
458 5 102 500 1002
459 5 102 500 1002
460 5 102 500 1002
461 5 102 500 1002
462 5 102 500 1002
463 5 102 500 1002
464 5 102 500 1002
465 5 102 500 1002
466 5 102 500 1002
467 5 101 501 1000
468 5 102 500 1002
469 5 102 500 1002
470 5 102 500 1002
471 5 102 500 1002
472 5 102 500 1002
473 5 102 500 1002
474 5 102 500 1002
475 5 102 500 1002
476 5 102 500 1002
477 5 102 500 1002
478 5 102 500 1002
479 5 102 500 1002
480 5 102 500 1002
481 5 102 500 1002
482 5 102 500 1002
483 5 102 500 1002
484 5 102 500 1002
485 5 102 500 1002
486 5 102 500 1002
487 5 102 500 1002
488 5 102 500 1002
489 5 102 500 1002
490 5 101 501 1000
491 5 102 500 1002
492 5 102 500 1002
493 5 102 500 1002
494 5 102 500 1002
495 5 102 500 1002
496 5 102 500 1002
497 5 102 500 1002
498 5 102 500 1002
499 5 102 500 1002
500 5 102 500 1002
501 3 101 501 1000
502 3 101 501 1000
503 3 101 501 1000
504 3 101 501 1000
505 3 101 501 1000
506 3 101 501 1000
507 3 101 501 1000
508 3 101 501 1000
509 3 101 501 1000
510 3 101 501 1000
511 3 101 501 1000
512 3 101 501 1000
513 3 101 501 1000
514 3 101 501 1000
515 3 101 501 1000
516 3 101 501 1000
517 3 101 501 1000
518 3 101 501 1000
519 3 102 500 1002
520 3 101 501 1000
521 3 101 501 1000
522 3 101 501 1000
523 3 101 501 1000
524 3 101 501 1000
525 3 101 501 1000
526 3 101 501 1000
527 3 101 501 1000
528 3 101 501 1000
529 3 101 501 1000
530 3 101 501 1000
531 3 101 501 1000
532 3 101 501 1000
533 3 101 501 1000
534 3 101 501 1000
535 3 101 501 1000
536 3 101 501 1000
537 3 101 501 1000
538 3 101 501 1000
539 3 101 501 1000
540 3 101 501 1000
541 3 101 501 1000
542 3 101 501 1000
543 3 101 501 1000
544 3 101 501 1000
545 3 101 501 1000
546 3 101 501 1000
547 3 101 501 1000
548 3 101 501 1000
549 3 101 501 1000
550 3 101 501 1000
551 3 101 501 1000
552 3 101 501 1000
553 3 101 501 1000
554 3 101 501 1000
555 3 101 501 1000
556 3 101 501 1000
557 3 101 501 1000
558 3 101 501 1000
559 3 101 501 1000
560 3 101 501 1000
561 3 101 501 1000
562 3 101 501 1000
563 3 101 501 1000
564 3 101 501 1000
565 3 101 501 1000
566 3 101 501 1000
567 3 101 501 1000
568 3 101 501 1000
569 3 101 501 1000
570 3 101 501 1000
571 3 101 501 1000
572 3 101 501 1000
573 3 101 501 1000
574 3 101 501 1000
575 3 101 501 1000
576 3 101 501 1000
577 3 101 501 1000
578 3 101 501 1000
579 3 101 501 1000
580 3 101 501 1000
581 3 101 501 1000
582 3 101 501 1000
583 3 101 501 1000
584 3 101 501 1000
585 3 101 501 1000
586 3 101 501 1000
587 3 101 501 1000
588 3 101 501 1000
589 3 101 501 1000
590 3 101 501 1000
591 3 101 501 1000
592 3 101 501 1000
593 3 101 501 1000
594 3 101 501 1000
595 3 101 501 1000
596 3 101 501 1000
597 3 101 501 1000
598 3 101 501 1000
599 3 101 501 1000
600 3 101 501 1000
601 3 101 501 1000
602 3 101 501 1000
603 3 101 501 1000
604 3 101 501 1000
605 3 101 501 1000
606 3 101 501 1000
607 3 101 501 1000
608 3 101 501 1000
609 3 101 501 1000
610 3 101 501 1000
611 3 101 501 1000
612 3 101 501 1000
613 3 101 501 1000
614 3 101 501 1000
615 3 101 501 1000
616 3 101 501 1000
617 3 101 501 1000
618 3 101 501 1000
619 3 101 501 1000
620 3 101 501 1000
621 3 101 501 1000
622 3 101 501 1000
623 3 101 501 1000
624 3 101 501 1000
625 3 101 501 1000
626 3 101 501 1000
627 3 101 501 1000
628 3 103 503 1003
629 3 101 501 1000
630 3 101 501 1000
631 3 101 501 1000
632 3 101 501 1000
633 3 101 501 1000
634 3 101 501 1000
635 3 101 501 1000
636 3 101 501 1000
637 3 102 500 1002
638 3 101 501 1000
639 3 101 501 1000
640 3 101 501 1000
641 3 101 501 1000
642 3 101 501 1000
643 3 101 501 1000
644 3 101 501 1000
645 3 101 501 1000
646 3 101 501 1000
647 3 101 501 1000
648 3 101 501 1000
649 3 101 501 1000
650 3 101 501 1000
651 3 101 501 1000
652 3 103 503 1003
653 3 101 501 1000
654 3 101 501 1000
655 3 101 501 1000
656 3 101 501 1000
657 3 101 501 1000
658 3 101 501 1000
659 3 101 501 1000
660 3 101 501 1000
661 3 101 501 1000
662 3 101 501 1000
663 3 101 501 1000
664 3 101 501 1000
665 3 101 501 1000
666 3 101 501 1000
667 3 101 501 1000
668 3 101 501 1000
669 3 101 501 1000
670 3 101 501 1000
671 3 101 501 1000
672 3 101 501 1000
673 3 101 501 1000
674 3 101 501 1000
675 3 101 501 1000
676 3 101 501 1000
677 3 101 501 1000
678 3 101 501 1000
679 3 101 501 1000
680 3 101 501 1000
681 3 101 501 1000
682 3 101 501 1000
683 3 101 501 1000
684 3 101 501 1000
685 3 100 504 1001
686 3 101 501 1000
687 3 101 501 1000
688 3 101 501 1000
689 3 101 501 1000
690 3 101 501 1000
691 3 101 501 1000
692 3 101 501 1000
693 3 101 501 1000
694 3 102 500 1002
695 3 102 500 1002
696 3 101 501 1000
697 3 101 501 1000
698 3 101 501 1000
699 3 101 501 1000
700 3 101 501 1000
701 3 101 501 1000
702 3 101 501 1000
703 3 101 501 1000
704 3 101 501 1000
705 3 101 501 1000
706 3 101 501 1000
707 3 101 501 1000
708 3 101 501 1000
709 3 101 501 1000
710 3 101 501 1000
711 3 101 501 1000
712 3 101 501 1000
713 3 101 501 1000
714 3 101 501 1000
715 3 101 501 1000
716 3 102 500 1002
717 3 101 501 1000
718 3 101 501 1000
719 3 101 501 1000
720 3 101 501 1000
721 3 101 501 1000
722 3 101 501 1000
723 3 101 501 1000
724 3 101 501 1000
725 3 101 501 1000
726 3 101 501 1000
727 3 101 501 1000
728 3 101 501 1000
729 3 101 501 1000
730 3 101 501 1000
731 3 102 500 1002
732 3 102 500 1002
733 3 101 501 1000
734 3 101 501 1000
735 3 101 501 1000
736 3 101 501 1000
737 3 101 501 1000
738 3 101 501 1000
739 3 102 500 1002
740 3 101 501 1000
741 3 101 501 1000
742 3 101 501 1000
743 3 101 501 1000
744 3 101 501 1000
745 3 101 501 1000
746 3 101 501 1000
747 3 101 501 1000
748 3 101 501 1000
749 3 101 501 1000
750 3 101 501 1000
751 3 101 501 1000
752 3 101 501 1000
753 3 101 501 1000
754 3 101 501 1000
755 3 102 500 1002
756 3 101 501 1000
757 3 101 501 1000
758 3 101 501 1000
759 3 100 504 1001
760 3 101 501 1000
761 3 101 501 1000
762 3 101 501 1000
763 3 101 501 1000
764 3 101 501 1000
765 3 101 501 1000
766 3 101 501 1000
767 3 101 501 1000
768 3 101 501 1000
769 3 101 501 1000
770 3 101 501 1000
771 3 101 501 1000
772 3 101 501 1000
773 3 101 501 1000
774 3 101 501 1000
775 3 101 501 1000
776 3 101 501 1000
777 3 101 501 1000
778 3 101 501 1000
779 3 101 501 1000
780 3 101 501 1000
781 3 101 501 1000
782 3 101 501 1000
783 3 101 501 1000
784 3 101 501 1000
785 3 101 501 1000
786 3 101 501 1000
787 3 101 501 1000
788 3 101 501 1000
789 3 102 500 1002
790 3 101 501 1000
791 3 101 501 1000
792 3 101 501 1000
793 3 101 501 1000
794 3 101 501 1000
795 3 101 501 1000
796 3 101 501 1000
797 3 101 501 1000
798 3 101 501 1000
799 3 101 501 1000
800 3 101 501 1000
801 3 101 501 1000
802 3 101 501 1000
803 3 103 503 1003
804 3 101 501 1000
805 3 101 501 1000
806 3 101 501 1000
807 3 101 501 1000
808 3 101 501 1000
809 3 101 501 1000
810 3 101 501 1000
811 3 101 501 1000
812 3 101 501 1000
813 3 100 504 1001
814 3 102 500 1002
815 3 101 501 1000
816 3 101 501 1000
817 3 101 501 1000
818 3 101 501 1000
819 3 102 500 1002
820 3 101 501 1000
821 3 101 501 1000
822 3 101 501 1000
823 3 101 501 1000
824 3 101 501 1000
825 3 101 501 1000
826 3 103 503 1003
827 3 101 501 1000
828 3 101 501 1000
829 3 101 501 1000
830 3 101 501 1000
831 3 101 501 1000
832 3 101 501 1000
833 3 100 504 1001
834 3 101 501 1000
835 3 101 501 1000
836 3 101 501 1000
837 3 101 501 1000
838 3 101 501 1000
839 3 101 501 1000
840 3 100 504 1001
841 3 101 501 1000
842 3 101 501 1000
843 3 101 501 1000
844 3 101 501 1000
845 3 101 501 1000
846 3 101 501 1000
847 3 101 501 1000
848 3 101 501 1000
849 3 101 501 1000
850 3 101 501 1000
851 3 100 504 1001
852 3 101 501 1000
853 3 101 501 1000
854 3 101 501 1000
855 3 101 501 1000
856 3 101 501 1000
857 3 101 501 1000
858 3 101 501 1000
859 3 101 501 1000
860 3 101 501 1000
861 3 101 501 1000
862 3 101 501 1000
863 3 101 501 1000
864 3 101 501 1000
865 3 101 501 1000
866 3 101 501 1000
867 3 101 501 1000
868 3 101 501 1000
869 3 101 501 1000
870 3 101 501 1000
871 3 101 501 1000
872 3 101 501 1000
873 3 101 501 1000
874 3 101 501 1000
875 3 101 501 1000
876 3 101 501 1000
877 3 103 503 1003
878 3 101 501 1000
879 3 101 501 1000
880 3 101 501 1000
881 3 101 501 1000
882 3 101 501 1000
883 3 101 501 1000
884 3 101 501 1000
885 3 101 501 1000
886 3 101 501 1000
887 3 101 501 1000
888 3 101 501 1000
889 3 101 501 1000
890 3 102 500 1002
891 3 101 501 1000
892 3 101 501 1000
893 3 101 501 1000
894 3 101 501 1000
895 3 101 501 1000
896 3 101 501 1000
897 3 101 501 1000
898 3 101 501 1000
899 3 101 501 1000
900 3 101 501 1000
901 3 101 501 1000
902 3 101 501 1000
903 3 101 501 1000
904 3 100 504 1001
905 3 101 501 1000
906 3 101 501 1000
907 3 101 501 1000
908 3 101 501 1000
909 3 101 501 1000
910 3 101 501 1000
911 3 101 501 1000
912 3 101 501 1000
913 3 101 501 1000
914 3 101 501 1000
915 3 101 501 1000
916 3 101 501 1000
917 3 101 501 1000
918 3 101 501 1000
919 3 101 501 1000
920 3 101 501 1000
921 3 101 501 1000
922 3 101 501 1000
923 3 101 501 1000
924 3 101 501 1000
925 3 101 501 1000
926 3 101 501 1000
927 3 101 501 1000
928 3 101 501 1000
929 3 101 501 1000
930 3 101 501 1000
931 3 101 501 1000
932 3 101 501 1000
933 3 101 501 1000
934 3 101 501 1000
935 3 101 501 1000
936 3 101 501 1000
937 3 101 501 1000
938 3 101 501 1000
939 3 101 501 1000
940 3 101 501 1000
941 3 101 501 1000
942 3 101 501 1000
943 3 101 501 1000
944 3 102 500 1002
945 3 101 501 1000
946 3 101 501 1000
947 3 101 501 1000
948 3 101 501 1000
949 3 101 501 1000
950 3 101 501 1000
951 3 101 501 1000
952 3 101 501 1000
953 3 101 501 1000
954 3 101 501 1000
955 3 101 501 1000
956 3 101 501 1000
957 3 101 501 1000
958 3 101 501 1000
959 3 101 501 1000
960 3 101 501 1000
961 3 101 501 1000
962 3 101 501 1000
963 3 101 501 1000
964 3 101 501 1000
965 3 101 501 1000
966 3 101 501 1000
967 3 101 501 1000
968 3 103 503 1003
969 3 101 501 1000
970 3 101 501 1000
971 3 101 501 1000
972 3 101 501 1000
973 3 101 501 1000
974 3 101 501 1000
975 3 101 501 1000
976 3 101 501 1000
977 3 101 501 1000
978 3 101 501 1000
979 3 101 501 1000
980 3 101 501 1000
981 3 101 501 1000
982 3 101 501 1000
983 3 101 501 1000
984 3 101 501 1000
985 3 101 501 1000
986 3 101 501 1000
987 3 101 501 1000
988 3 101 501 1000
989 3 101 501 1000
990 3 101 501 1000
991 3 101 501 1000
992 3 101 501 1000
993 3 101 501 1000
994 3 102 500 1002
995 3 101 501 1000
996 3 101 501 1000
997 3 101 501 1000
998 3 101 501 1000
999 3 101 501 1000
1000 3 101 501 1000
1001 6 104 502 1004
1002 6 104 502 1004
1003 6 104 502 1004
1004 6 104 502 1004
1005 6 104 502 1004
1006 6 104 502 1004
1007 6 104 502 1004
1008 6 104 502 1004
1009 6 104 502 1004
1010 6 104 502 1004
1011 6 104 502 1004
1012 6 104 502 1004
1013 6 104 502 1004
1014 6 104 502 1004
1015 6 104 502 1004
1016 6 104 502 1004
1017 6 104 502 1004
1018 6 104 502 1004
1019 6 104 502 1004
1020 6 104 502 1004
1021 6 104 502 1004
1022 6 104 502 1004
1023 6 104 502 1004
1024 6 104 502 1004
1025 6 104 502 1004
1026 6 104 502 1004
1027 6 104 502 1004
1028 6 102 500 1002
1029 6 104 502 1004
1030 6 104 502 1004
1031 6 104 502 1004
1032 6 104 502 1004
1033 6 104 502 1004
1034 6 104 502 1004
1035 6 104 502 1004
1036 6 104 502 1004
1037 6 104 502 1004
1038 6 104 502 1004
1039 6 104 502 1004
1040 6 104 502 1004
1041 6 104 502 1004
1042 6 104 502 1004
1043 6 104 502 1004
1044 6 104 502 1004
1045 6 102 500 1002
1046 6 104 502 1004
1047 6 104 502 1004
1048 6 104 502 1004
1049 6 104 502 1004
1050 6 104 502 1004
1051 6 104 502 1004
1052 6 104 502 1004
1053 6 104 502 1004
1054 6 104 502 1004
1055 6 104 502 1004
1056 6 104 502 1004
1057 6 104 502 1004
1058 6 104 502 1004
1059 6 104 502 1004
1060 6 104 502 1004
1061 6 104 502 1004
1062 6 104 502 1004
1063 6 104 502 1004
1064 6 104 502 1004
1065 6 104 502 1004
1066 6 104 502 1004
1067 6 104 502 1004
1068 6 104 502 1004
1069 6 104 502 1004
1070 6 102 500 1002
1071 6 103 503 1003
1072 6 104 502 1004
1073 6 104 502 1004
1074 6 104 502 1004
1075 6 104 502 1004
1076 6 104 502 1004
1077 6 104 502 1004
1078 6 104 502 1004
1079 6 104 502 1004
1080 6 104 502 1004
1081 6 102 500 1002
1082 6 104 502 1004
1083 6 104 502 1004
1084 6 104 502 1004
1085 6 104 502 1004
1086 6 104 502 1004
1087 6 104 502 1004
1088 6 104 502 1004
1089 6 104 502 1004
1090 6 104 502 1004
1091 6 104 502 1004
1092 6 104 502 1004
1093 6 102 500 1002
1094 6 104 502 1004
1095 6 104 502 1004
1096 6 104 502 1004
1097 6 104 502 1004
1098 6 104 502 1004
1099 6 104 502 1004
1100 6 104 502 1004
1101 6 104 502 1004
1102 6 104 502 1004
1103 6 104 502 1004
1104 6 104 502 1004
1105 6 104 502 1004
1106 6 104 502 1004
1107 6 104 502 1004
1108 6 100 504 1001
1109 6 104 502 1004
1110 6 104 502 1004
1111 6 104 502 1004
1112 6 104 502 1004
1113 6 104 502 1004
1114 6 104 502 1004
1115 6 104 502 1004
1116 6 104 502 1004
1117 6 104 502 1004
1118 6 104 502 1004
1119 6 104 502 1004
1120 6 104 502 1004
1121 6 104 502 1004
1122 6 104 502 1004
1123 6 104 502 1004
1124 6 104 502 1004
1125 6 104 502 1004
1126 6 100 504 1001
1127 6 104 502 1004
1128 6 104 502 1004
1129 6 104 502 1004
1130 6 104 502 1004
1131 6 104 502 1004
1132 6 104 502 1004
1133 6 104 502 1004
1134 6 104 502 1004
1135 6 104 502 1004
1136 6 104 502 1004
1137 6 104 502 1004
1138 6 104 502 1004
1139 6 104 502 1004
1140 6 104 502 1004
1141 6 104 502 1004
1142 6 104 502 1004
1143 6 104 502 1004
1144 6 104 502 1004
1145 6 104 502 1004
1146 6 104 502 1004
1147 6 102 500 1002
1148 6 104 502 1004
1149 6 104 502 1004
1150 6 104 502 1004
1151 6 104 502 1004
1152 6 104 502 1004
1153 6 104 502 1004
1154 6 104 502 1004
1155 6 104 502 1004
1156 6 104 502 1004
1157 6 104 502 1004
1158 6 104 502 1004
1159 6 104 502 1004
1160 6 104 502 1004
1161 6 104 502 1004
1162 6 104 502 1004
1163 6 104 502 1004
1164 6 104 502 1004
1165 6 104 502 1004
1166 6 104 502 1004
1167 6 104 502 1004
1168 6 104 502 1004
1169 6 104 502 1004
1170 6 104 502 1004
1171 6 104 502 1004
1172 6 104 502 1004
1173 6 104 502 1004
1174 6 104 502 1004
1175 6 104 502 1004
1176 6 102 500 1002
1177 6 104 502 1004
1178 6 104 502 1004
1179 6 104 502 1004
1180 6 104 502 1004
1181 6 104 502 1004
1182 6 104 502 1004
1183 6 104 502 1004
1184 6 104 502 1004
1185 6 104 502 1004
1186 6 104 502 1004
1187 6 104 502 1004
1188 6 104 502 1004
1189 6 104 502 1004
1190 6 104 502 1004
1191 6 104 502 1004
1192 6 104 502 1004
1193 6 104 502 1004
1194 6 104 502 1004
1195 6 104 502 1004
1196 6 104 502 1004
1197 6 104 502 1004
1198 6 104 502 1004
1199 6 104 502 1004
1200 6 104 502 1004
1201 6 104 502 1004
1202 6 104 502 1004
1203 6 104 502 1004
1204 6 104 502 1004
1205 6 104 502 1004
1206 6 104 502 1004
1207 6 104 502 1004
1208 6 104 502 1004
1209 6 104 502 1004
1210 6 104 502 1004
1211 6 104 502 1004
1212 6 104 502 1004
1213 6 104 502 1004
1214 6 104 502 1004
1215 6 104 502 1004
1216 6 102 500 1002
1217 6 104 502 1004
1218 6 104 502 1004
1219 6 104 502 1004
1220 6 104 502 1004
1221 6 104 502 1004
1222 6 104 502 1004
1223 6 104 502 1004
1224 6 104 502 1004
1225 6 104 502 1004
1226 6 104 502 1004
1227 6 104 502 1004
1228 6 104 502 1004
1229 6 104 502 1004
1230 6 104 502 1004
1231 6 104 502 1004
1232 6 104 502 1004
1233 6 104 502 1004
1234 6 102 500 1002
